Symbol,Nazwa,Kurs,Zmiana%,Zmiana,Wolumen,Data
FSLR.US,FIRST SOLAR,154.51,+1.37%,2.09,2330000.0,16 lis
CMMB.US,Chemomab Therapeutics Ltd,0.66,-19.22%,-0.157,2320000.0,16 lis
INVZ.US,INNOVIZ TECHNOLOGIES,1.85,-10.63%,-0.22,2320000.0,16 lis
LXRX.US,LEXICON PHARMACEUTICALS,1.06,-7.02%,-0.08,2320000.0,16 lis
ISRG.US,INTUITIVE SURGICAL,303.95,+3.66%,10.73,2300000.0,16 lis
VERV.US,VERVE THERAPEUTICS,10.98,-4.44%,-0.51,2290000.0,16 lis
WHLR.US,WHEELER REAL ESTATE INVESTMENT TRUST,0.211,-12.81%,-0.031,2270000.0,16 lis
ENTG.US,ENTEGRIS,103.13,+0.28%,0.29,2260000.0,16 lis
CZR.US,CAESARS ENTERTAINMENT,45.64,-1.87%,-0.87,2250000.0,16 lis
SHLS.US,SHOALS TECHNOLOGIES GROUP,15.35,-1.79%,-0.28,2250000.0,16 lis
SGML.US,SIGMA LITHIUM,26.82,-0.96%,-0.26,2240000.0,16 lis
FTCI.US,FTC SOLAR,0.5084,-1.74%,-0.009,2220000.0,16 lis
ZION.US,ZIONS BANCORP NA,35.71,-1.03%,-0.37,2220000.0,16 lis
IRWD.US,IRONWOOD PHARMACEUTICALS,9.44,-3.28%,-0.32,2210000.0,16 lis
VKTX.US,VIKING THERAPEUTICS,10.53,-4.53%,-0.5,2210000.0,16 lis
SPLK.US,SPLUNK,150.88,-0.12%,-0.18,2200000.0,16 lis
BYND.US,BEYOND MEAT,6.88,-4.97%,-0.36,2200000.0,16 lis
MREO.US,MEREO BIOPHARMA GROUP,2.06,-6.36%,-0.14,2190000.0,16 lis
DOCU.US,DOCUSIGN,42.62,-1.75%,-0.76,2170000.0,16 lis
CCCS.US,CCC INTELLIGENT SOLUTIONS HOLDINGS,11.32,-0.09%,-0.01,2170000.0,16 lis
NAAS.US,NAAS TECHNOLOGY,2.81,-4.42%,-0.13,2140000.0,16 lis
ASRT.US,ASSERTIO HOLDINGS,1.11,-2.63%,-0.03,2140000.0,16 lis
HON.US,HONEYWELL INT,190.71,+0.61%,1.16,2130000.0,16 lis
PGEN.US,PRECIGEN,1.15,+8.49%,0.09,2130000.0,16 lis
ASTS.US,AST SPACEMOBILE,4.57,-1.93%,-0.09,2120000.0,16 lis
RGTI.US,RIGETTI COMPUTING,1.08,-7.69%,-0.09,2110000.0,16 lis
PAGP.US,PLAINS GP HOLDINGS,15.71,-1.50%,-0.24,2100000.0,16 lis
SWKS.US,SKYWORKS SOLUTIONS,93.37,-0.71%,-0.67,2100000.0,16 lis
HOLX.US,HOLOGIC,72.63,+0.86%,0.62,2089999.9999999998,16 lis
ZVSA.US,ZyVersa Therapeutics,0.0756,-9.03%,-0.0075,2089999.9999999998,16 lis
FATE.US,FATE THERAPEUTICS,2.38,-4.03%,-0.1,2080000.0,16 lis
PCAR.US,PACCAR,90.91,+0.51%,0.46,2069999.9999999998,16 lis
EXEL.US,EXELIXIS,20.98,-1.18%,-0.25,2069999.9999999998,16 lis
LBTYK.US,LIBERTY GLOBAL,17.28,-1.65%,-0.29,2069999.9999999998,16 lis
CHX.US,CHAMPIONX,29.13,-3.03%,-0.91,2060000.0,16 lis
EA.US,ELECTRONIC ARTS,133.4,-0.77%,-1.03,2049999.9999999998,16 lis
MRSN.US,MERSANA THERAPEUTICS,1.54,0.00%,0.0,2049999.9999999998,16 lis
SHCR.US,SHARECARE,0.942,-12.78%,-0.138,2049999.9999999998,16 lis
ADBE.US,ADOBE,602.06,+1.13%,6.75,2040000.0,16 lis
OLPX.US,OLAPLEX HOLDINGS,1.81,-5.73%,-0.11,2029999.9999999998,16 lis
EGIO.US,EDGIO,0.5892,-10.74%,-0.0709,2029999.9999999998,16 lis
FUTU.US,FUTU HOLDINGS,59.53,-4.22%,-2.62,2029999.9999999998,16 lis
NIR.US,Near Intelligence,0.188,+8.05%,0.014,2029999.9999999998,16 lis
CHK.US,CHESAPEAKE ENERGY,81.13,-2.55%,-2.12,2020000.0,16 lis
SGMO.US,SANGAMO THERAPEUTICS,0.3507,-3.97%,-0.0145,2009999.9999999998,16 lis
TER.US,TERADYNE,90.74,-0.69%,-0.63,2000000.0,16 lis
LBTYA.US,LIBERTY GLOBAL,16.07,-1.65%,-0.27,1980000.0,16 lis
BLDP.US,BALLARD POWER SYSTEMS,3.63,-1.63%,-0.06,1980000.0,16 lis
CSIQ.US,CANADIAN SOLAR,20.51,-0.19%,-0.04,1970000.0,16 lis
SUNW.US,SUNWORKS,0.2818,-9.97%,-0.0312,1970000.0,16 lis
BIVI.US,BIOVIE,3.86,+22.54%,0.71,1960000.0,16 lis
NICE.US,NICE,195.15,+8.97%,16.06,1960000.0,16 lis
VRM.US,VROOM,0.77,-6.15%,-0.0505,1960000.0,16 lis
ARQT.US,ARCUTIS BIOTHERAPEUTICS,1.95,-6.25%,-0.13,1960000.0,16 lis
SBRA.US,SABRA HEALTH CARE REIT,14.22,-1.73%,-0.25,1940000.0,16 lis
ACGL.US,ARCH CAPITAL GROUP,83.71,+1.27%,1.05,1930000.0,16 lis
FRSH.US,FRESHWORKS,17.76,-2.26%,-0.41,1930000.0,16 lis
JEPQ.US,JPMorgan Nasdaq Equity Premium,48.93,+0.16%,0.08,1930000.0,16 lis
NDAQ.US,NASDAQ,53.54,+0.41%,0.22,1880000.0,16 lis
PAYO.US,PAYONEER GLOBAL,5.5,-3.51%,-0.2,1880000.0,16 lis
AKAM.US,AKAMAI TECHNOLOGIES,111.37,-0.62%,-0.69,1870000.0,16 lis
CAN.US,CANAAN,1.67,-5.11%,-0.09,1870000.0,16 lis
BIRD.US,ALLBIRDS,0.8733,+7.47%,0.0607,1870000.0,16 lis
KNTE.US,KINNATE BIOPHARMA,2.26,-9.60%,-0.24,1870000.0,16 lis
CME.US,CME GROUP,212.19,+0.54%,1.13,1870000.0,16 lis
UPWK.US,UPWORK,14.11,-2.56%,-0.37,1870000.0,16 lis
TSVT.US,2SEVENTY BIO,2.115,-9.23%,-0.215,1870000.0,16 lis
OTLK.US,OUTLOOK THERAPEUTICS,0.4364,-2.20%,-0.0098,1870000.0,16 lis
PSEC.US,PROSPECT CAPITAL,5.72,-1.55%,-0.09,1870000.0,16 lis
RCM.US,R1 RCM,10.53,-1.50%,-0.16,1870000.0,16 lis
PODD.US,INSULET,174.76,+0.73%,1.27,1860000.0,16 lis
RNAZ.US,TRANSCODE THERAPEUTICS,0.26,-9.53%,-0.0274,1850000.0,16 lis
HA.US,HAWAIIAN HOLDINGS,4.46,-6.11%,-0.29,1850000.0,16 lis
URBN.US,URBAN OUTFITTERS,35.3,-2.32%,-0.84,1840000.0,16 lis
GPRO.US,GOPRO,3.33,-6.98%,-0.25,1830000.0,16 lis
MBLY.US,MOBILEYE GLOBAL,41.01,+0.66%,0.27,1830000.0,16 lis
SMCI.US,SUPER MICRO COMPUTER,283.67,-1.43%,-4.11,1830000.0,16 lis
CRDO.US,CREDO TECHNOLOGY GROUP HOLDING,17.69,+1.61%,0.28,1830000.0,16 lis
TCON.US,TRACON PHARMACEUTICALS,0.1599,-5.50%,-0.0093,1820000.0,16 lis
NLSP.US,NLS PHARMACEUTICS,0.32,-34.44%,-0.1681,1820000.0,16 lis
ROVR.US,ROVER GROUP,8.13,+2.14%,0.17,1810000.0,16 lis
MCRB.US,SERES THERAPEUTICS,1.16,-3.33%,-0.04,1810000.0,16 lis
NTAP.US,NETAPP,76.79,-2.70%,-2.13,1800000.0,16 lis
SNY.US,SANOFI,46.35,+2.05%,0.93,1780000.0,16 lis
NVTS.US,NAVITAS SEMICONDUCTOR,6.74,+2.28%,0.15,1780000.0,16 lis
CRBU.US,CARIBOU BIOSCIENCES,4.73,+1.28%,0.06,1780000.0,16 lis
HRYU.US,Hanryu Holdings,0.55,-17.91%,-0.12,1780000.0,16 lis
VIAV.US,VIAVI SOLUTIONS,7.97,-3.39%,-0.28,1780000.0,16 lis
TSLS.US,Direxion Shares ETF Trust Dire,20.31,+3.89%,0.76,1770000.0,16 lis
GRPN.US,GROUPON,9.35,-6.78%,-0.68,1770000.0,16 lis
MVIS.US,MICROVISION,2.32,-1.28%,-0.03,1760000.0,16 lis
IEP.US,ICAHN ENTERPRISES,17.26,-11.80%,-2.31,1750000.0,16 lis
INCY.US,INCYTE,53.99,-1.80%,-0.99,1750000.0,16 lis
GAN.US,GAN,1.44,-2.04%,-0.03,1750000.0,16 lis
OPCH.US,OPTION CARE HEALTH,29.07,-1.29%,-0.38,1750000.0,16 lis
OXLC.US,OXFORD LANE CAPITAL,4.91,-0.81%,-0.04,1740000.0,16 lis
STX.US,SEAGATE TECHNOLOGY HOLDINGS,75.59,+1.40%,1.04,1740000.0,16 lis
AAOI.US,APPLIED OPTOELECTRONICS,12.83,+0.94%,0.12,1740000.0,16 lis
EVRG.US,EVERGY,50.33,+0.12%,0.06,1740000.0,16 lis
GLPI.US,GAMING AND LEISURE PROPERTIES,45.5,-0.57%,-0.26,1730000.0,16 lis
INBS.US,INTELLIGENT BIO SOLUTIONS,0.52,-8.61%,-0.049,1730000.0,16 lis
